library,scheme,N,category,scenario,operation,metric,mean,std,ci_low,ci_high,median,iqr_low,iqr_high,flag
SEAL,BGV,16384,1,standard,decrypt,latency_ms,2.7871521,0.2572517233140931,2.7361077769775357,2.8381964230224646,2.670685,2.5745975000000003,2.9693500000000004,HIGH_VARIANCE
SEAL,BGV,16384,1,standard,decrypt,energy_pkg_j_per_op,0.4739710742952381,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,decrypt,peak_memory_mb,2027.07421875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,encrypt,latency_ms,13.978299,0.7760989344533311,13.824304133814953,14.132293866185046,13.6691,13.648824999999999,13.8289,HIGH_VARIANCE
SEAL,BGV,16384,1,standard,encrypt,energy_pkg_j_per_op,0.3116291628380952,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,encrypt,peak_memory_mb,220.109375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,keygen,latency_ms,272.39762,2.684067352193513,271.86504280605783,272.9301971939422,272.258,270.78249999999997,273.52575,
SEAL,BGV,16384,1,standard,keygen,energy_pkg_j_per_op,0.006177407352380953,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,keygen,peak_memory_mb,91.9921875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,multiply,latency_ms,2.3666512,0.06816492012699195,2.353125800998049,2.380176599001951,2.35147,2.3420825,2.3591825,
SEAL,BGV,16384,1,standard,multiply,energy_pkg_j_per_op,0.09850698532380951,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,multiply,peak_memory_mb,4100.35546875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,relinearize,latency_ms,20.267699,0.09490855193981805,20.24886708423905,20.286530915760952,20.2377,20.210975,20.30225,
SEAL,BGV,16384,1,standard,relinearize,energy_pkg_j_per_op,0.5520736738380952,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,relinearize,peak_memory_mb,3102.34375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,add,latency_ms,0.0053893087,0.00036943756686539644,0.005316004271727284,0.005462613128272715,0.00528712,0.005197427500000001,0.005410139999999999,HIGH_VARIANCE
SEAL,BGV,2048,1,standard,add,energy_pkg_j_per_op,0.02175424782857143,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,add,peak_memory_mb,68.44140625,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,decrypt,latency_ms,0.049497222,0.0009858045708122597,0.049301616985964296,0.049692827014035705,0.0495588,0.048620975,0.050038675000000005,
SEAL,BGV,2048,1,standard,decrypt,energy_pkg_j_per_op,0.012026390047619047,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,decrypt,peak_memory_mb,37.0078125,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,encrypt,latency_ms,0.4653324,0.002934103989674228,0.4647502101125971,0.46591458988740286,0.46455749999999996,0.46375475,0.46572699999999995,
SEAL,BGV,2048,1,standard,encrypt,energy_pkg_j_per_op,0.010474198057142857,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,encrypt,peak_memory_mb,21.24609375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,keygen,latency_ms,21.925795,0.7074441665337458,21.78542272924628,22.06616727075372,22.1695,21.704825,22.389525,
SEAL,BGV,2048,1,standard,keygen,energy_pkg_j_per_op,0.0007584756095238095,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,keygen,peak_memory_mb,5.0859375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,standard,multiply,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,standard,relinearize,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,3,standard,add,latency_ms,0.009993124400000001,0.0005939385197859244,0.009875274112084064,0.010110974687915938,0.00980149,0.009668025,0.009935550000000001,HIGH_VARIANCE
SEAL,BGV,2048,3,standard,add,energy_pkg_j_per_op,0.018627426895238094,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,add,peak_memory_mb,130.7578125,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,decrypt,latency_ms,0.08601003,0.00075292405756799,0.08586063353217163,0.08615942646782837,0.08588065,0.08550189999999999,0.08625797499999999,
SEAL,BGV,2048,3,standard,decrypt,energy_pkg_j_per_op,0.011219949076190477,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,decrypt,peak_memory_mb,67.96875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,encrypt,latency_ms,0.38619037,0.0026228981836737743,0.38566993009616696,0.38671080990383305,0.385614,0.3849255,0.38656900000000005,
SEAL,BGV,2048,3,standard,encrypt,energy_pkg_j_per_op,0.008822689285714285,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,encrypt,peak_memory_mb,20.99609375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,keygen,latency_ms,14.476133,0.5771570486435992,14.36161252003538,14.590653479964622,14.562999999999999,14.268275000000001,14.8093,
SEAL,BGV,2048,3,standard,keygen,energy_pkg_j_per_op,0.00045899086666666665,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,keygen,peak_memory_mb,4.90625,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,standard,multiply,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,3,standard,relinearize,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,5,standard,add,latency_ms,0.0060996841,0.0007314179592153983,0.005954554908663006,0.006244813291336994,0.005922055,0.005597017499999999,0.0062310575,HIGH_VARIANCE
SEAL,BGV,2048,5,standard,add,energy_pkg_j_per_op,0.01600694604761905,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,5,standard,add,peak_memory_mb,67.71875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,5,standard,decrypt,latency_ms,0.049538164,0.0008169158585209557,0.0493760701705503,0.04970025782944971,0.0496854,0.048756925,0.050069025,
SEAL,BGV,2048,5,standard,decrypt,energy_pkg_j_per_op,0.007890880323809524,,,,,,,n=1_invocation_not_repeated
